stressed	{(stress)}
pulsate	{(pulse)}>ate>
misquotations	<mis<{(quote)}>ate>>ion>
receptionists	{<re<(cept)>ion>}>ist>
parochial	{(parochial)}
bebop	{(bebop)}
trooped	{(troop)}
shotguns	{(shot)}{(gun)}
godsons	{(god)}{(sono)}
stocked	{(stock)}
cushier	{(cushy)}>er>
sportsmanship	{(sport)}(man)>ship>
patterned	{(pattern)}
reissue	<re<{(issue)}
lauded	{(laud)}
bastards	{(bastard)}
methods	{(method)}
indignity	<im<{(dign)>ity>}
adze	{(adze)}
escaped	{(escape)}
genii	{(geni)>i>}
usher	{(usher)}
polyanthus	{<poly<(anthus)}
societal	{(socio)>al>}
unsaid	<un<{(say)}
crosschecked	<cross<{(check)}
emblematically	{(emblem)}>ic>>ly>
overheating	<over<{(heat)}
goals	{(goal)}
doorways	{(door)}{(way)}
scruffier	{(scruff)}>y>>er>
sepulture	{(sepulture)}
stormier	{(storm)}>y>>er>
template	{(template)}
dilettantes	{(dilettante)}
sweepstake	{(sweep)}{(stake)}
violence	{(viol)>ance>}
swears	{(swear)}
troubadours	{(troubadour)}
collector	{(collect)}>or>
develops	{(develop)}
footling	{(footle)}
versed	{(verse)}
pretzel	{(pretzel)}
guard's	{(guard)}
irreversible	<im<{<re<(verse)}>able>
fattish	{(fat)}>ish>
beds	{(bed)}
burley	{(burley)}
lassoed	{(lasso)}
takeover	{(take)}{(over)}
deputations	{(depute)}>ion>
incongruousness	<im<{(congru)>ious>}>ness>
urdu	{(urdu)}
colored	{(color)}
offender	{(offend)}>er>
waterfront	{(water)}{(front)}
demos	{(demo)}
fogsignals	{(fog)}{(sign)}>al>
grouchier	{(grouch)}>y>>er>
curdles	{(curdle)}
dexter	{(dexter)}
registers	{(register)}
pennyweight	{(penny)}{(weigh)>t>}
suety	{(suet)}>y>
bernini	{(bernini)}
macropathology	<macro<{(patho)(log)>y>}
clan	{(clan)}
recces	{(recce)}
shoplifts	{(shop)}{(lift)}
nonpayment	<non<{(pay)}>ment>
refrain	{(refrain)}
exceptionally	{<ex<(cept)}>ion>>al>>ly>
boozers	{(booze)}>er>
cupped	{(cup)}
bolshier	{(bolshie)}>er>
nordic	{(nordic)}
befouled	<be<{(foul)}
lost	{(lost)}
barge	{(barge)}
pique	{(pique)}
octagons	{(octo)(gon)}
mismanaged	<mis<{(manage)}
infers	{(infer)}
sullenly	{(sullen)}>ly>
robustness	{(robust)}>ness>
graphed	{(graph)}
timetables	{(time)}{(table)}
crookedness	{(crook)}>ness>
signalized	{(sign)}>al>>ize>
cross	{(cross)}
everest	{(everest)}
bulldozing	{(bull)}{(doze)}
gropes	{(grope)}
bailiffs	{(bailiff)}
borrowing	{(borrow)}
obfuscation	{(obfuscate)}>ion>
memorizes	{(memor)>ize>}
holly	{(holly)}
shirtfront	{(shirt)}{(front)}
macadamized	{(macadam)}>ize>
cadets	{(cadet)}
guineas	{(guinea)}
defeatism	{(defeat)}>ism>
wafting	{(waft)}
hailed	{(hail)}
lawman's	{(law)}{(man)}
foment	{(foment)}
wandered	{(wander)}
requisition	{<re<(quire)}>ion>
shoemaking	{(shoe)}{(make)}
redheads	{(red)}{(head)}
arithmetician	{(arithmetic)}>ian>
dithering	{(dither)}
speechifying	{(speech)}>ify>
fatalistic	{(fate)}>al>>ist>>ic>
jangles	{(jangle)}
unthematic	<un<{(theme)}>ic>
thought	{(thought)}
typewriters	{(typo)}{(write)}>er>
denominator	{<de<(nomin)>ate>}>or>
misjudges	<mis<{(judge)}
dodgems	{(dodgem)}
commencing	{(commence)}
sheepfolds	{(sheep)}{(fold)}
keynoting	{(key)}{(note)}
twiddled	{(twiddle)}
availing	{<a<(vail)}
embellishing	{<en<(bell)>ish>}
generation's	{(gener)>ate>}>ion>
globule	{(globe)>ule>}
slumping	{(slump)}
bolster	{(bolster)}
dementedly	{(dement)}>ly>
roots	{(root)}
sandalled	{(sandal)}
versifiers	{(verse)}>ify>>er>
overreached	<over<{(reach)}
underpaying	<under<{(pay)}
admonished	{<a<(monish)}
seeping	{(seep)}
catcalling	{(cat)}{(call)}
tubular	{(tube)>ule>}>ar>
tinkles	{(tinkle)}
ebbtides	{(ebb)}{(tide)}
newbold	{(new)(bold)}
empirically	{(empiric)}>ly>
obvious	{(obvious)}
duster	{(dust)}>er>
maxima	{(maxim)>a>}
tints	{(tint)}
pence	{(pence)}
commercialism	{(commerce)}>al>>ism>
hoisted	{(hoist)}
banshee	{(banshee)}
here	{(here)}
yelling	{(yell)}
thwarts	{(thwart)}
brotherhoods	{(brother)}>hood>
settler	{(settle)}>er>
gouty	{(gout)}>y>
hillocks	{(hill)>ock>}
invests	{<in<(vest)}
upholstered	{<up<(holster)}
extrude	{<ex<(trude)}
proselytizers	{(proselyte)}>ize>>er>
spruces	{(spruce)}
coital	{(coital)}
fork	{(fork)}
daintiness	{(dainty)}>ness>
assembling	{<a<(semble)}
trim	{(trim)}
landaus	{(landau)}
deserter	{(desert)}>er>
immersion	{<in<(merse)}>ion>
absorbed	{<ab<(sorb)}
basset	{(basset)}
wring	{(wring)}
embolisms	{(embolism)}
disregarding	<dis<{(regard)}
looniest	{(loon)>y>}>est>
town	{(town)}
gentian	{(gentian)}
reminders	{<re<(mind)}>er>
ascetically	{(ascetic)}>ly>
ellipses	{(ellipse)}
unhappier	<un<{(happy)}>er>
bystanders	<by<{(stand)}>er>
wanderer	{(wander)}>er>
freighting	{(freight)}
dumbwaiters	{(dumb)}{(wait)}>er>
acreage	{(acre)}>age>
nominated	{(nomin)>ate>}
checkerboards	{(check)}>er>{(board)}
detain	{<de<(tain)}
giant	{(giant)}
alsatians	{(alsatia)}>n>
cheapen	{(cheap)}>en>
darns	{(darn)}
politicos	{(politic)}>o>
boldest	{(bold)}>est>
triumphantly	{(triumph)}>ant>>ly>
kirkwood	{(kirkwood)}
pacing	{(pace)}
formations	{(form)}>ion>
spliced	{(splice)}
afforest	<a<{(forest)}
loved	{(love)}
deforming	{<de<(form)}
denominators	{<de<(nomin)>ate>}>or>
adulteration	{(adulter)>ate>}>ion>
drivel	{(drivel)}
meliorated	{(meliorate)}
hypertrophy	{<hyper<(trophy)}
complainer	{(complain)}>er>
extemporizations	{<ex<(tempor)>ize>}>ion>
poachers	{(poach)}>er>
chronographs	{(chrono)(graph)}
easters	{(east)}>er>
bounteous	{(bounty)}>ious>
raggedness	{(rag)}>ness>
caiman	{(caiman)}
ascended	{(ascend)}
pneumatic	{(pneum)>ic>}
unnecessarily	<un<{(necess)>ory>}>ly>
blustered	{(bluster)}
twinkled	{(twinkle)}
trappings	{(trap)}
promenades	{(promenade)}
mustache	{(mustache)}
oestrogens	{(oestrogen)}
providers	{<pro<(vide)}>er>
does	{(do)}
flautist's	{(flautist)}
rejigging	<re<{(jig)}
shamelessness	{(shame)}>less>>ness>
feedback	{(feed)}{(back)}
mildew	{(mildew)}
stripy	{(stripe)}>y>
chameleons	{(chameleon)}
prince's	{(prince)}
fireman	{(fire)}(man)
awes	{(awe)}
shins	{(shin)}
clacks	{(clack)}
refutable	{(refute)}>able>
crouched	{(crouch)}
sculler	{(scull)}>er>
readout	{(read)}{(out)}
swishing	{(swish)}
bevies	{(bevy)}
magnifying	{(magn)>ify>}
disobeyed	<dis<{(obey)}
flasks	{(flask)}
unsophisticated	<un<{(soph)>ist>>ic>>ate>}
yards	{(yard)}
shakedown	{(shake)}{(down)}
whole	{(whole)}
confraternities	<co<{(fratern)>ity>}
locality	{(loc)>ale>}>ity>
breakaways	{(break)}{(away)}
ampoules	{(ampoule)}
banishment	{(banish)}>ment>
wrath	{(wrath)}
synonym	{<syn<(nym)}
unsaturated	<un<{(saturate)}
clothed	{(cloth)}
debacles	{(debacle)}
bruegel	{(bruegel)}
espies	{(espy)}
abrams	{(abrams)}
arbitrations	{(arbiter)>ate>}>ion>
chanceries	{(chancery)}
advent	{(advent)}
sadder	{(sad)}>er>
wordbook	{(word)}{(book)}
livelong	{(live)}{(long)}
mainly	{(main)}>ly>
emanation	{(emanate)}>ion>
appeals	{(appeal)}
baccy	{(baccy)}
baseboard	{(base)}{(board)}
conformation	{<co<(form)}>ion>
sultrier	{(sultry)}>er>
quaggas	{(quagga)}
pretends	{(pretend)}
raised	{(raise)}
iranians	{(iran)}>ian>
pompom	{(pompom)}
rearranges	<re<{(arrange)}
counterclockwise	(counter){(clock)}>wise>
acquitted	{<a<(quit)}
wharfs	{(wharf)}
visualization	{(vis)>al>}>ize>>ion>
recalcitrant	{(recalcitr)>ant>}
breakwater	{(break)}{(water)}
analyzing	{(analyze)}
classical	{(class)}>ic>>al>
garter	{(garter)}
letup	{(let)}{(up)}
deodorizes	<de<{(odor)}>ize>
gulley	{(gulley)}
throngs	{(throng)}
formulating	{(formul)>ate>}
understating	<under<{(state)}
forfeiting	{(forfeit)}
connell	{(connell)}
broadest	{(broad)}>est>
slackened	{(slack)}>en>
outgrows	<out<{(grow)}
honoring	{(honor)}
counterfeits	{(counterfeit)}
retiring	{(retire)}
charts	{(chart)}
seesawing	{<see<(saw)}
fiefdom	{(fief)}>dom>
singlet	{(single)>et>}
unroll	<un<{(roll)}
elbowing	{(elbow)}
firth	{(firth)}
straightaway	{(straight)}{(away)}
glorious	{(glory)}>ious>
awaking	<a<{(wake)}
determinate	{(determine)}>ate>
incorporation	{<im<(corpor)>ate>}>ion>
whimsy	{(whim)>y>}
chirpy	{(chirp)}>y>
spangles	{(spangle)}
loosened	{(loose)}>en>
loanwords	{(loan)}{(word)}
abrogates	{<ab<(rog)>ate>}
humid	{(humid)}
ta	{(ta)}
conqueror	{(conquer)}>or>
formulates	{(formul)>ate>}
tablecloth	{(table)}{(cloth)}
spinners	{(spin)}>er>
vagueness	{(vague)}>ness>
incorrectly	<im<{(correct)}>ly>
gouda	{(gouda)}
aneroid	{(aneroid)}
cosmetic	{(cosmetic)}
overarch	<over<{(arch)}
chicks	{(chick)}
noisily	{(noise)}>y>>ly>
bigamy	{<bi<(gam)>y>}
defections	{<de<(fect)}>ion>
oilfield	{(oil)}{(field)}
symbolically	{(symbol)}>ic>>ly>
vicar	{(vicar)}
hikes	{(hike)}
jolting	{(jolt)}
marshmallows	{(marshmallow)}
thwacking	{(thwack)}
glints	{(glint)}
punditry	{(punditry)}
mooting	{(moot)}
secluded	{(seclude)}
turtle	{(turtle)}
jiffy	{(jiffy)}
picnicking	{(picnic)}
shortcomings	{(short)}{(come)}
mockingly	{(mock)}>ly>
accountably	{(account)}>able>>y>
clairvoyance	{(clairvoyance)}
vindications	{(vindicate)}>ion>
massages	{(massage)}
bruise	{(bruise)}
aphoristic	{(aphor)>ist>}>ic>
reticules	{(reticule)}
westward	{(west)}>ward>
seller's	{(sell)}>er>
convert	{<co<(vert)}
bullion	{(bullion)}
abigail	{(abigail)}
polishing	{(polish)}
folksongs	{(folk)}{(song)}
mesa	{(mesa)}
chummier	{(chum)}>y>>er>
tones	{(tone)}
bunters	{(bunt)}>er>
extramural	<extra<{(mural)}
lengthwise	{(length)}>wise>
scrambler	{(scramble)}>er>
proscribe	{<pro<(script)}
blacked	{(black)}
shadowboxed	{(shadow)}{(box)}
unwise	<un<{(wise)}
powerhouses	{(power)}{(house)}
excogitating	{<ex<(cogit)>ate>}
attain	{(attain)}
interpenetrate	<inter<{(penetr)>ate>}
neighbourly	{(neighbour)}>ly>
overbore	<over<{(bore)}
click	{(click)}
hurries	{(hurry)}
integrally	{(integer)>al>}>ly>
instrument	{(instrument)}
awarded	{(award)}
unworthy	<un<{(worth)}>y>
cocker	{(cocker)}
subversiveness	{<sub<(vert)}>ive>>ness>
caricature	{(caricature)}
crucify	{(crux)>ify>}
sportingly	{(sport)}>ly>
euphemistically	{<eu<(phem)>ist>}>ic>>ly>
degrading	{(degrade)}
psychiatrically	{(psycho)>ater>>ic>}>ly>
bungalows	{(bungalow)}
projects	{<pro<(ject)}
crawls	{(crawl)}
waggled	{(waggle)}
peppermints	{(pepper)}{(mint)}
scrapbook	{(scrap)}{(book)}
soled	{(sole)}
brunches	{(brunch)}
believably	{(believe)}>able>>y>
bellicose	{(bellicose)}
shire	{(shire)}
otis	{(otis)}
pronouncement	{(pronounce)}>ment>
fount	{(fount)}
hashes	{(hash)}
cover	{(cover)}
cent	{(cent)}
procurators	{(procure)}>or>
charlocks	{(charlock)}
disconnection	<dis<{(connect)}>ion>
romping	{(romp)}
crosby	{(crosby)}
gunmetal	{(gun)}{(metal)}
betroths	<be<{(troth)}
suntan	{(sun)}{(tan)}
impede	{<im<(ped)}
exhibitioner	{<ex<(hibit)}>ion>>er>
continuities	{(continue)}>ity>
sleek	{(sleek)}
imitation	{(imit)>ate>}>ion>
rabbi	{(rabbi)}
tossing	{(toss)}
adorably	{(adore)}>able>>y>
eggcups	{(egg)}{(cup)}
perilously	{(peril)}>ious>>ly>
jammy	{(jam)}>y>
amenities	{(amenity)}
hulled	{(hull)}
anatomists	{(anatom)>ist>}
supportive	{(support)}>ive>
detergent	{(detergent)}
pinnacled	{(pinnacle)}
tacks	{(tack)}
embezzler	{(embezzle)}>er>
sweaty	{(sweat)}>y>
landlord	{(land)}{(lord)}
effeminacy	{<e<(femin)>acy>}
sunbeam	{(sun)}{(beam)}
compiled	{(compile)}
reafforesting	<re<<a<{(forest)}
wanted	{(want)}
pluralist	{(plural)}>ist>
cyclones	{(cyclone)}
neutrons	{(neutr)>on>}
aweigh	{(aweigh)}
infernos	{(infern)>o>}
embassy	{(embassy)}
importance	{(import)>ance>}
scraggy	{(scrag)}>y>
sounded	{(sound)}
cuneiform	{(cuneiform)}
pupil	{(pupil)}
herod	{(herod)}
unutterable	<un<{(utter)}>able>
connolly's	{(connolly)}
diplomatically	{(diploma)>ic>}>ly>
complies	{(comply)}
coco	{(coco)}
coca	{(coca)}
aristocratic	{(aristo)(crat)}>ic>
wrecker	{(wreck)}>er>
weightier	{(weigh)>t>}>y>>er>
easements	{(ease)}>ment>
autographing	{<auto<(graph)}
ideas	{(idea)}
glitters	{(glitter)}
laurels	{(laurel)}
time's	{(time)}
song	{(song)}
puppeteer	{(puppet)}>eer>
deadheads	{(dead)}{(head)}
chancelleries	{(chancel)}>ory>
firths	{(firth)}
willing	{(will)}
lots	{(lot)}
wherry	{(wherry)}
reiterated	<re<{(iterate)}
pedicurist	{(podo)(cure)}>ist>
feeler	{(feel)}>er>
legends	{(legend)}
dumplings	{(dump)}>ling>
mephistopheles	{(mephistopheles)}
libras	{(libra)}
cadging	{(cadge)}
chickpea	{(chick)}{(pea)}
summarizing	{(summar)>ize>}
foxy	{(fox)}>y>
calliope	{(calliope)}
supported	{(support)}
chimeric	{(chimeric)}
upstanding	<up<{(stand)}
aghast	{(aghast)}
inartistic	<im<{(art)}>ist>>ic>
purism	{(pure)}>ism>
washrooms	{(wash)}{(room)}
appealed	{(appeal)}
adults	{(adult)}
juxtaposing	{<juxta<(pose)}
tunneller	{(tunnel)}>er>
vere	{(vere)}
cockatoos	{(cockatoo)}
urinated	{(urine)}>ate>
dogmatize	{(dogma)}>ize>
gabon	{(gabon)}
glares	{(glare)}
obliterating	{<ob<(litera)>ate>}
eskimos	{(eskimo)}
purportedly	{(purport)}>ly>
canvassed	{(canvas)}
affirmed	{<a<(firm)}
calmness	{(calm)}>ness>
subordinate	{<sub<(ordin)>ate>}
antipathies	{<anti<(patho)>y>}
butted	{(butt)}
cruciform	{(crux)(form)}
mali	{(mali)}
dissenting	{(dissent)}
cockeyed	{(cock)}{(eye)}
drip	{(drip)}
banger	{(bang)}>er>
loamy	{(loam)}>y>
patroness	{(patron)}>ess>
doorkeeper	{(door)}{(keep)}>er>
recantation	{<re<(cant)}>ion>
bethel	{(bethel)}
diligent	{(diligent)}
potheads	{(pot)}{(head)}
capacitance	{(capacit)>ance>}
timidity	{(timid)}>ity>
maladministration	{(mal)}{<a<(minister)>ate>}>ion>
carrel	{(carrel)}
awnings	{(awning)}
rive	{(rive)}
oast	{(oast)}
seashore	{(sea)}{(shore)}
subliterary	<sub<{(litera)>ory>}
abnegate	{(abnegate)}
conurbations	{<co<(urb)>ion>}
underlings	{(under)}>ling>
utmost	{(utmost)}
lucien	{(lucien)}
herding	{(herd)}
assegais	{(assegai)}
swearwords	{(swear)}{(word)}
ah	{(ah)}
vales	{(val)}
hobbled	{(hobble)}
formulation	{(formul)>ate>}>ion>
oversights	<over<{(sight)}
nightingales	{(nightingale)}
mead	{(mead)}
desperately	{(desperate)}>ly>
derisorily	{(deride)}>ory>>ly>
vapid	{(vapid)}
blanketing	{(blanket)}
kronor	{(kronor)}
bulkiness	{(bulk)}>y>>ness>
stranding	{(strand)}
eighths	{(eight)}>th>
terrorized	{(terr)>or>}>ize>
calibration	{(calibrate)}>ion>
powerlessness	{(power)}>less>>ness>
premarital	<pre<{(marital)}
masturbatory	{(masturbate)}>ory>
lobscouse	{(lobscouse)}
subtenant	<sub<{(ten)>ant>}
brogues	{(brogue)}
edna	{(edna)}
diagonals	{<dia<(gon)>al>}
canonizations	{(canon)}>ize>>ion>
recourse	{(recourse)}
bashed	{(bash)}
vector	{(vector)}
ensued	{(ensue)}
cheshire	{(cheshire)}
sparrows	{(sparrow)}
shotshells	{(shot)}{(shell)}
spaniel	{(spaniel)}
medico's	{(medic)}
imperil	<in<{(peril)}
eaters	{(eat)}>er>
artistes	{(art)>iste>}
typographically	{(typo)}(graph)>ic>>al>>ly>
cedars	{(cedar)}
renascent	{(renascent)}
lingerers	{(linger)}>er>
touchingly	{(touch)}>ly>
team	{(team)}
highlight	{(high)}{(light)}
hairsprings	{(hair)}{(spring)}
stockbreeder	{(stock)}{(breed)}>er>
crackpots	{(crack)}{(pot)}
decry	{<de<(cry)}
drooped	{(droop)}
compote	{(compote)}
tweediest	{(tweed)}>y>>est>
clearinghouses	{(clear)}{(house)}
blocky	{(block)}>y>
surround	{(surround)}
actuarial	{(act)>ory>}>al>
sundaes	{(sundae)}
mitchell	{(mitchell)}
maybe	{(maybe)}
oat	{(oat)}
driveller	{(drivel)}>er>
simulation	{(simul)>ate>}>ion>
normalizing	{(norm)>al>}>ize>
sinus	{(sinus)}
mucus	{(mucus)}
knott	{(knot)}
serge	{(serge)}
distressingly	{(distress)}>ly>
borough	{(borough)}
adversely	{(adverse)}>ly>
irishwoman	{(irish)}(woman)
nougats	{(nougat)}
brutalizes	{(brute)}>al>>ize>
watchmakers	{(watch)}{(make)}>er>
nonconformism	<non<{<co<(form)}{(ism)}
ashes	{(ash)}
jollity	{(jollity)}
nereid	{(nereid)}
softest	{(soft)}>est>
crushing	{(crush)}
annapolis	{(annapolis)}
pariah	{(pariah)}
circumnavigate	<circum<{(navy)>ate>}
readjusting	<re<{<a<(just)}
vic's	{(vic)}
ligated	{(ligate)}
chantries	{(chantry)}
slanging	{(slang)}
dauphins	{(dauphin)}
yolks	{(yolk)}
rabid	{(rabid)}
money	{(money)}
mailboxes	{(mail)}{(box)}
sandshoes	{(sand)}{(shoe)}
whims	{(whim)}
committee	{<co<(mitt)>ee>}
wobbler	{(wobble)}>er>
stunts	{(stunt)}
lobe	{(lobe)}
inadvertently	<im<{(advert)>ant>}>ly>
engrafts	<en<{(graft)}
relapsed	{<re<(lapse)}
emetic	{(emetic)}
artist	{(art)}>ist>
ravaging	{(ravage)}
churching	{(church)}
written	{(write)>en>}
philatelists	{(philatelist)}
freelancer	{(free)}{(lance)}>er>
nephritis	{(nephro)>itis>}
superficial	{<super<(fici)>al>}
wants	{(want)}
houri	{(houri)}
hebrews	{(hebrew)}
hempstead	{(hemp)(stead)}
airing	{(air)}
service	{(serve)>ice>}
pursues	{(pursue)}
reaction	{<re<(act)}>ion>
fried	{(fry)}
assortments	{<a<(sort)}>ment>
morel	{(morel)}
dimensions	{(dimension)}
vouchsafed	{(vouch)}{(safe)}
residence	{(reside)>ance>}
whippier	{(whip)}>y>>er>
impecuniously	<im<{(pecunious)}>ly>
sighting	{(sight)}
pesters	{(pester)}
ontario	{(ontario)}
plenitude	{(plen)>itude>}
masterships	{(master)}>ship>
cannibals	{(cannibal)}
ninepenny	{(nine)}{(penny)}
bodybuilders	{(body)}{(build)}>er>
greenback	{(green)}{(back)}
littering	{(litter)}
soprano	{(soprano)}
heartening	{(heart)}>en>
biophysical	(bio){(phys)>ic>>al>}
diverge	{<di<(verge)}
yore	{(yore)}
duplicated	{<du<(plic)>ate>}
pioneers	{(pioneer)}
meniscus	{(meniscus)}
caverns	{(cavern)}
current	{(current)}
perish	{(perish)}
inanity	{(inane)}>ity>
outface	<out<{(face)}
williamson's	{(williamson)}
rebuilding	<re<{(build)}
cruiser	{(cruise)}>er>
sublieutenant	<sub<{(lieutenant)}
yachtsman	{(yacht)}(man)
swishes	{(swish)}
imperilling	<in<{(peril)}
exquisitely	{(exquisite)}>ly>
naivete	{(naivete)}
breathes	{(breath)}
sweatshops	{(sweat)}{(shop)}
dissent	{(dissent)}
mountainously	{(mountain)}>ious>>ly>
defilers	{(defile)}>er>
teleologist	{(tele)(log)>ist>}
physiologically	{(phys)(log)>ic>}>al>>ly>
jerk	{(jerk)}
stragglers	{(straggle)}>er>
olden	{(olden)}
cudgels	{(cudgel)}
depositories	{(deposit)}>ory>
germinate	{(germ)>ate>}
guiltlessly	{(guilt)}>less>>ly>
abel	{(abel)}
splurged	{(splurge)}
propitiates	{(propitiate)}
redhead	{(red)}{(head)}
reindeer	{(rein)}{(deer)}
frederic	{(frederic)}
insincerely	<im<{(sincere)}>ly>
djakarta	{(djakarta)}
fairbrothers	{(fair)}{(brother)}
trades	{(trade)}
unwound	<un<{(wound)}
lads	{(lad)}
fathers	{(father)}
epics	{(epic)}
affixed	{(affix)}
gasset	{(gas)}{(set)}
wearier	{(weary)}>er>
displays	{(display)}
stereoscope	{(stereo)(scope)}
refs	{(ref)}
assails	{(assail)}
measles	{(measles)}
punch	{(punch)}
contexts	{<co<(text)}
dalliance	{(dally)}>ance>
observer	{(observe)}>er>
airfields	{(air)}{(field)}
whimper	{(whimper)}
robin	{(robin)}
coup	{(coup)}
interdepartmental	<inter<{(department)}>al>
dittos	{(ditto)}
dryness	{(dry)}>ness>
eighteenths	{(eight)>een>}>th>
recapitulating	<re<{(capitulate)}
fritters	{(fritter)}
bureaucrats	{(bureau)(crat)}
wielder	{(wield)}>er>
subsidence	{(subside)}>ance>
shallot	{(shallot)}
cratered	{(crater)}
qualm	{(qualm)}
essentials	{(essence)}>al>
cryptogram	{(crypt)(gram)}
rockin	{(roc)}{(kin)}
shabbiest	{(shabby)}>est>
matt	{(matt)}
mutuality	{(mutual)}>ity>
cuttings	{(cut)}
windowsills	{(window)}{(sill)}
moth	{(moth)}
controller's	{(control)}>er>
chards	{(chard)}
footpaths	{(foot)}{(patho)}
inscrutability	<im<{(scrutable)}>ity>
injudiciously	<im<{(judic)>ious>}>ly>
predetermine	<pre<{(determine)}
roseleaf	{(rose)}{(leaf)}
mossier	{(moss)}>y>>er>
preferring	{(prefer)}
bedside	{(bed)}{(side)}
ethel	{(ethel)}
piggery	{(pig)}>ory>
handiwork	{(hand)}>y>{(work)}
shoos	{(shoo)}
crinoline	{(crinoline)}
faget's	{(fag)>et>}
olympian	{(olympia)}>n>
cider	{(cider)}
mayfair	{(may)(fair)}
fumes	{(fume)}
greenland	{(greenland)}
taxidermist	{(taxi)(derm)>ist>}
adams	{(adams)}
condescends	{(condescend)}
reflex	{<re<(flex)}
swearer	{(swear)}>er>
coarsest	{(coarse)}>est>
inequitably	<im<{(equi)>it>>able>}>y>
exuded	{(exude)}
newssheets	{(new)}{(sheet)}
comers	{(come)}>er>
recriminations	{<re<(crimin)>ate>}>ion>
distinctness	{(distinct)}>ness>
wagoners	{(wagon)}>er>
beefs	{(beef)}
solos	{(solo)}
encumbrances	{<en<(cumber)>ance>}
recapped	{<re<(cap)}
obligation	{(obligate)}>ion>
impression	{<in<(press)}>ion>
le	{(le)}
beheads	<be<{(head)}
topographer	{(topo)(graph)>er>}
jewels	{(jewel)}
sniffiest	{(sniff)}>y>>est>
casinos	{(casino)}
swindle	{(swindle)}
personalizations	{(person)}>al>>ize>>ion>
lockers	{(lock)}>er>
depository	{(deposit)}>ory>
foxhunts	{(fox)}{(hunt)}
al's	{(al)}
expectation	{(expect)}>ion>
urges	{(urge)}
purling	{(purl)}
laurentian	{(laurentian)}
diffidently	{(diffident)}>ly>
outwore	<out<{(wore)}
motive	{(motive)}
picturesquely	{(picto)>ure>}>esque>>ly>
fomenting	{(foment)}
emotionlessly	{(emote)}>ion>>less>>ly>
toadstools	{(toad)}{(stool)}
novelettish	{(novel)}>ette>>ish>
pigheadedness	{(pig)}{(head)}>ness>
happiest	{(happy)}>est>
fleshpot	{(flesh)}{(pot)}
helpmates	{(help)}{(mate)}
reground	<re<{(ground)}
disrespectfully	<dis<{(respect)}>ful>>ly>
forms	{(form)}
inattentively	<im<{(attend)}>ive>>ly>
tarred	{(tar)}
lacerates	{(lacerate)}
handclap	{(hand)}{(clap)}
thrushes	{(thrush)}
repetitions	{(repetit)>ion>}
shintoism	{(shinto)}>ism>
saintly	{(saint)}>ly>
coolly	{(cool)}>ly>
preternaturally	(preter){(nature)>al>}>ly>
interpolates	{<inter<(pol)>ate>}
bedews	<be<{(dew)}
numeral	{(numer)>al>}
pasture	{(pasture)}
nefarious	{(nefarious)}
citizens	{(citizen)}
bugaboo	{(bugaboo)}
antibodies	{<anti<(body)}
waggishness	{(wag)}>ish>>ness>
trinitarians	{(trinitarian)}
convivialities	{<co<(vive)>al>}>ity>
dante's	{(dante)}
burned	{(burn)}
growlingly	{(growl)}>ly>
inkpad	{(ink)}{(pad)}
sauntered	{(saunter)}
adulterer	{(adulter)>er>}
muckier	{(muck)}>y>>er>
irrigation	{(irrig)>ate>}>ion>
denying	{(deny)}
promotion	{<pro<(mot)}>ion>
rucked	{(ruck)}
stupefying	{(stup)>efy>}
shampoo	{(shampoo)}
whimpered	{(whimper)}
seaquake	{(sea)}{(quake)}
trances	{(trance)}
outfaces	<out<{(face)}
corking	{(cork)}
quad	{(quad)}
simples	{(simple)}
singers	{(sing)}>er>
recontamination	<re<{(contaminate)}>ion>
tamales	{(tamale)}
eavesdrop	{(eavesdrop)}
satan's	{(satan)}
unjustified	<un<{(just)}>ify>
skibob	{(ski)}{(bob)}
collections	{(collect)}>ion>
creoles	{(creole)}
munificence	{(munific)>ance>}
dells	{(dell)}
headers	{(head)}>er>
labials	{(labio)}>al>
converges	{<co<(verge)}
ruddiness	{(ruddy)}>ness>
undernourishment	<under<{(nourish)}>ment>
malts	{(malt)}
equipage	{(equip)}>age>
impounds	<in<{(pound)}
byzantium	{(byzantium)}
mayoress	{(mayor)}>ess>
hour	{(hour)}
pitch	{(pitch)}
purses	{(purse)}
notepaper	{(note)}{(paper)}
salvos	{(salvo)}
proponents	{(proponent)}
perturbing	{(perturb)}
kimonos	{(kimono)}
loughs	{(lough)}
frontier	{(front)}>er>
rhomboids	{(rhomb)>oid>}
trusses	{(truss)}
drudged	{(drudge)}
expanded	{(expand)}
voces	{(voce)}
nipping	{(nip)}
record	{(record)}
foxes	{(fox)}
jests	{(jest)}
spokes	{(spoke)}
photosensitizations	(photo){(sense)>itize>}>ion>
annals	{(ann)>al>}
gooier	{(goo)}>y>>er>
compensating	{(compensate)}
locales	{(loc)>ale>}
overflown	<over<{(flow)}>n>
unctuousness	{(unctuous)}>ness>
testings	{(test)}
forsakes	{<fore<(sake)}
intercalated	{<inter<(calate)}
envenoming	<en<{(venom)}
buzzing	{(buzz)}
dislike	<dis<{(like)}
zapping	{(zap)}
leavens	{(leaven)}
rhythmical	{(rhythm)}>ic>>al>
muggins	{(muggins)}
terminally	{(termin)>al>}>ly>
wedge	{(wedge)}
priestly	{(priest)}>ly>
temperatures	{(temper)>at>>ure>}
